##[["GX taxonomy analysis report", 3, 1], {"git-rev": "v0.5.4-5-g5dfd516", "run-date": "Thu Oct 24 15:34:01 2024", "db": {"build-date": "2023-01-24", "seqs": 3025824, "Gbp": 709.264}, "run-info": {"agg-cvg": 0.273788, "asserted-div": "anml:insects", "inferred-primary-divs": ["anml:insects"], "corrected-primary-divs": ["anml:insects"], "species": "Onthophagus binodis", "genome-hash": "b8dd53a4ef8ac208"}}]
#seq-id	seq-len	(xp,lc,co,n,mt,pt,pm)-len	cvg-by-all	sep1	tax-name-1	tax-id-1	div-1	cvg-by-div-1	cvg-by-tax-1	score-1	sep2	tax-id-2	div-2	cvg-by-div-2	cvg-by-tax-2	score-2	sep3	tax-id-3	div-3	cvg-by-div-3	cvg-by-tax-3	score-3	sep4	tax-id-4	div-4	cvg-by-div-4	cvg-by-tax-4	score-4	sep5	reserved	result	div	div_pct_cvg
ptg000130l	77379	17972,2113,20740,0,0,0,0	47923	|	Athalia rosae	37344	anml:insects	44325	36320	1178	|	441921	anml:insects	44325	37192	1177	|	2599771	anml:rotifers	34948	31903	873	|	392764	anml:rotifers	34948	33372	867	|	n/a	primary-div	anml:insects	57
ptg000131l	52592	10290,1442,17060,0,0,0,0	35066	|	Neodiprion lecontei	441921	anml:insects	34436	27408	1002	|	41139	anml:insects	34436	26524	998	|	2599771	anml:rotifers	25445	24110	745	|	392764	anml:rotifers	25445	23736	727	|	n/a	primary-div	anml:insects	65
ptg000132l	50642	9017,0,19120,0,0,0,0	31367	|	Athalia rosae	37344	anml:insects	29892	24966	968	|	441921	anml:insects	29892	25122	959	|	2599771	anml:rotifers	23684	21435	712	|	392764	anml:rotifers	23684	22345	704	|	n/a	primary-div	anml:insects	59
ptg000133l	39161	10038,939,10380,0,0,0,0	24617	|	Athalia rosae	37344	anml:insects	23537	19208	851	|	32260	anml:insects	23537	19991	847	|	2599771	anml:rotifers	18466	16668	633	|	392764	anml:rotifers	18466	17711	616	|	n/a	primary-div	anml:insects	60
ptg000134l	164987	23392,0,66740,0,0,0,0	103695	|	Neodiprion lecontei	441921	anml:insects	100374	80460	1736	|	41139	anml:insects	100374	80654	1711	|	392764	anml:rotifers	73875	71225	1288	|	6728	anml:crustaceans	65159	64834	1226	|	n/a	primary-div	anml:insects	61
ptg000135l	757088	530948,225410,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000136l	65564	0,101,0,0,0,0,0	7066	|	Candidatus Paceibacter sp.	2715251	prok:bacteria	3809	2901	74	|	1911570	prok:a-proteobacteria	1290	1234	40	|	110368	anml:insects	988	988	34	|	1077935	prok:a-proteobacteria	1290	725	30	|	n/a	low-coverage	prok:bacteria	6
ptg000137l	89880	0,2116,0,0,0,0,0	86752	|	Enterococcus thailandicus	417368	prok:firmicutes	86245	76322	811	|	1352	prok:firmicutes	86245	75598	800	|	1985132	prok:bacteria	11248	6544	113	|	2023178	prok:bacteria	11248	5450	101	|	n/a	contaminant(div)	prok:firmicutes	96
ptg000138l	1750838	1442259,279033,0,0,0,0,0	18975	|	Onthophagus taurus	166361	anml:insects	16214	11763	274	|	116153	anml:insects	16214	5261	116	|	141969	anml:nematodes	1769	779	43	|	2699745	prok:spirochetes	913	913	34	|	n/a	repeat	anml:insects	1
ptg000139l	38983	0,0,0,0,0,0,0	38692	|	Dyadobacter luticola	1979387	prok:CFB group bacteria	38692	35500	436	|	1078754	prok:CFB group bacteria	38692	35242	422	|	5942	prst:alveolates	6611	6611	134	|	1872085	prok:high GC Gram+	844	844	51	|	n/a	contaminant(div)	prok:CFB group bacteria	99
ptg000140l	82905	0,77,0,0,0,0,0	77796	|	Paracoccus sphaerophysae	690417	prok:a-proteobacteria	77093	68709	774	|	1545044	prok:a-proteobacteria	77093	68094	753	|	1930902	prok:CFB group bacteria	10698	10698	203	|	1872635	prok:g-proteobacteria	15354	7438	162	|	n/a	contaminant(div)	prok:a-proteobacteria	93
ptg000141l	84974	0,0,0,0,0,0,0	73233	|	Enterococcus gallinarum	1353	prok:firmicutes	72795	52305	426	|	1169293	prok:firmicutes	72795	42356	383	|	1870987	prok:actinobacteria	14263	7101	122	|	700015	prok:actinobacteria	14263	7286	120	|	n/a	contaminant(div)	prok:firmicutes	86
ptg000142l	295807	0,262,0,0,0,0,0	291277	|	Paracoccus sphaerophysae	690417	prok:a-proteobacteria	290981	266313	1564	|	1545044	prok:a-proteobacteria	290981	265810	1486	|	1872635	prok:g-proteobacteria	53515	16646	297	|	1821621	prok:g-proteobacteria	53515	12737	209	|	n/a	contaminant(div)	prok:a-proteobacteria	98
ptg000143l	52442	0,0,0,0,0,0,0	27123	|	Chitinophaga terrae (ex Kim and Jung 2007)	408074	prok:CFB group bacteria	25468	9261	161	|	331697	prok:CFB group bacteria	25468	9384	159	|	880073	prok:bacteria	5957	3016	83	|	2841503	prok:firmicutes	6765	2863	76	|	n/a	contaminant(div)	prok:CFB group bacteria	49
ptg000144l	125751	0,345,220,0,0,0,0	119272	|	Paracoccus sphaerophysae	690417	prok:a-proteobacteria	118753	58559	695	|	1545044	prok:a-proteobacteria	118753	57835	662	|	657015	prok:b-proteobacteria	31221	9376	197	|	1750518	prok:b-proteobacteria	31221	5600	162	|	n/a	contaminant(div)	prok:a-proteobacteria	94
ptg000145l	42006	0,0,0,0,0,0,0	40763	|	Niabella yanshanensis	577386	prok:CFB group bacteria	40732	38268	391	|	1825928	prok:CFB group bacteria	40732	37965	384	|	1872085	prok:high GC Gram+	4546	4546	122	|	1945963	prok:verrucomicrobia	3745	3394	102	|	n/a	contaminant(div)	prok:CFB group bacteria	97
ptg000146l	36277	0,0,0,0,0,0,0	32525	|	[Ochrobactrum] quorumnocens	271865	prok:a-proteobacteria	31773	16713	284	|	571256	prok:a-proteobacteria	31773	14013	274	|	1872635	prok:g-proteobacteria	14466	8820	173	|	92490	prok:g-proteobacteria	14466	3508	104	|	n/a	contaminant(div)	prok:a-proteobacteria	88
ptg000147l~~1..65049	65049	0,0,0,0,0,0,0	47709	|	Shinella oryzae	2871820	prok:a-proteobacteria	46351	22153	274	|	1870904	prok:a-proteobacteria	46351	18721	257	|	1232866	prok:b-proteobacteria	15516	8088	145	|	93220	prok:b-proteobacteria	15516	7584	144	|	n/a	contaminant(div)	prok:a-proteobacteria	71
ptg000147l~~65050..70514	5465	0,0,0,0,0,0,0	4656	|	Silvimonas terrae	300266	prok:b-proteobacteria	3562	2176	78	|	857265	prok:b-proteobacteria	3562	1384	72	|	2172824	prok:g-proteobacteria	4500	1731	65	|	333962	prok:g-proteobacteria	4500	1485	65	|	n/a	contaminant(div)	prok:b-proteobacteria	65
ptg000147l~~70515..79983	9469	0,0,0,0,0,0,0	5726	|	Corticibacterium populi	1607949	prok:a-proteobacteria	5697	2102	78	|	34012	prok:a-proteobacteria	5697	2041	71	|	1353886	prok:b-proteobacteria	1214	1195	59	|	1033730	prok:high GC Gram+	1490	1490	57	|	n/a	contaminant(div)	prok:a-proteobacteria	60
ptg000148l	90265	0,0,0,0,0,0,0	77757	|	[Ochrobactrum] soli	2448455	prok:a-proteobacteria	76283	58137	613	|	2994574	prok:a-proteobacteria	76283	58494	610	|	1872635	prok:g-proteobacteria	38761	33437	356	|	1946939	prok:proteobacteria	8849	2844	86	|	n/a	contaminant(div)	prok:a-proteobacteria	85
ptg000149l	1924352	1923114,494,0,0,0,0,0	681	|	Staphylococcus muscae	1294	prok:firmicutes	681	681	29	|						|						|						|	n/a	repeat	prok:firmicutes	0
ptg000150l	1442371	1441933,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000151l	144695	32,107,0,0,0,0,0	139485	|	Paracoccus sanguinis	1545044	prok:a-proteobacteria	138993	126855	980	|	690417	prok:a-proteobacteria	138993	109754	966	|	418701	prok:g-proteobacteria	32932	10546	178	|	666964	prok:b-proteobacteria	20063	4271	133	|	n/a	contaminant(div)	prok:a-proteobacteria	96
ptg000152c	168940	20449,47539,38360,0,0,0,0	140788	|	Onthophagus taurus	166361	anml:insects	136640	84867	1041	|	7227	anml:insects	136640	116469	799	|	6728	anml:crustaceans	92788	82580	605	|	6706	anml:crustaceans	92788	79646	563	|	n/a	primary-div	anml:insects	81
ptg000153l	207743	0,478,0,0,0,0,0	205669	|	Paracoccus sphaerophysae	690417	prok:a-proteobacteria	204834	147497	1250	|	1545044	prok:a-proteobacteria	204834	151543	1196	|	1986633	prok:proteobacteria	26928	19929	289	|	2732067	prok:b-proteobacteria	74646	19530	276	|	n/a	contaminant(div)	prok:a-proteobacteria	99
ptg000154l	40811	0,0,0,0,0,0,0	40614	|	Alicycliphilus sp. UBA7619	1946005	prok:b-proteobacteria	40351	34769	836	|	1926868	prok:b-proteobacteria	40351	33789	560	|	2054227	prok:a-proteobacteria	13689	4052	144	|	1946132	prok:a-proteobacteria	13689	2905	138	|	n/a	contaminant(div)	prok:b-proteobacteria	99
ptg000155l	74619	0,0,0,0,0,0,0	57291	|	Enterococcus villorum	1158604	prok:firmicutes	56493	39002	454	|	1352	prok:firmicutes	56493	42208	448	|	2840683	prok:bacteria	5968	3766	92	|	2782522	virs:prokaryotic viruses	2994	2994	79	|	n/a	contaminant(div)	prok:firmicutes	76
ptg000156l	225155	0,86,0,0,0,0,0	192757	|	Paracoccus sphaerophysae	690417	prok:a-proteobacteria	190669	129398	1042	|	1545044	prok:a-proteobacteria	190669	133832	1022	|	1872635	prok:g-proteobacteria	67610	17628	285	|	998674	prok:g-proteobacteria	67610	11989	172	|	n/a	contaminant(div)	prok:a-proteobacteria	85
ptg000157l	27366	0,0,0,0,0,0,0	26530	|	Moheibacter lacus	2745851	prok:CFB group bacteria	26413	24518	348	|	1434700	prok:CFB group bacteria	26413	22896	337	|	2803813	prok:g-proteobacteria	1023	1023	44	|	278957	prok:verrucomicrobia	990	990	37	|	n/a	contaminant(div)	prok:CFB group bacteria	97
ptg000158l	32202	0,0,0,0,0,0,0	31756	|	Moheibacter lacus	2745851	prok:CFB group bacteria	31756	26812	395	|	1434700	prok:CFB group bacteria	31756	27420	370	|	232	prok:g-proteobacteria	3571	1740	83	|	1766719	prok:fusobacteria	2171	1607	75	|	n/a	contaminant(div)	prok:CFB group bacteria	99
ptg000159l	65645	0,93,0,0,0,0,0	63666	|	Chiayiivirga flava	659595	prok:g-proteobacteria	63321	55796	744	|	2041042	prok:g-proteobacteria	63321	44063	532	|	2763117	prok:a-proteobacteria	11313	5220	146	|	2038277	prok:a-proteobacteria	11313	2292	137	|	n/a	contaminant(div)	prok:g-proteobacteria	96
ptg000160l	72853	0,0,0,0,0,0,0	62845	|	Enterococcus faecium	1352	prok:firmicutes	62294	28566	400	|	417368	prok:firmicutes	62294	25099	398	|	1635327	prok:g-proteobacteria	19486	8212	134	|	1319815	prok:fusobacteria	9284	5552	119	|	n/a	contaminant(div)	prok:firmicutes	86
ptg000161l	44606	0,0,0,0,0,0,0	37815	|	Moheibacter lacus	2745851	prok:CFB group bacteria	36303	24490	333	|	1434700	prok:CFB group bacteria	36303	16195	261	|	232	prok:g-proteobacteria	7662	7662	134	|	2024824	prok:bacteria	4741	3112	89	|	n/a	contaminant(div)	prok:CFB group bacteria	81
ptg000162l	76668	0,1395,0,0,0,0,0	73592	|	Croceibacterium atlanticum	1267766	prok:a-proteobacteria	73522	56987	705	|	1104773	prok:a-proteobacteria	73522	44889	675	|	2780399	prok:cyanobacteria	6178	5367	454	|	2875781	prok:cyanobacteria	6178	4743	447	|	n/a	contaminant(div)	prok:a-proteobacteria	96
ptg000163l	54496	0,77,0,0,0,0,0	50932	|	Brucella grignonensis	94627	prok:a-proteobacteria	50918	47843	516	|	2994574	prok:a-proteobacteria	50918	47108	516	|	1872635	prok:g-proteobacteria	36950	32335	349	|	1946915	prok:proteobacteria	4528	3004	101	|	n/a	contaminant(div)	prok:a-proteobacteria	93
ptg000164l	31516	0,0,0,0,0,0,0	31471	|	Luteimonas viscosa	1132694	prok:g-proteobacteria	30854	18262	427	|	2804919	prok:g-proteobacteria	30854	18344	418	|	2010972	prok:a-proteobacteria	15221	8420	222	|	88688	prok:a-proteobacteria	15221	4532	188	|	n/a	contaminant(div)	prok:g-proteobacteria	98
ptg000165l	1781020	1780983,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000166l	816365	816365,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000167l	71978	10305,45816,0,0,0,0,0	10769	|	Onthophagus taurus	166361	anml:insects	8648	8648	194	|	99487	anml:mammals	1408	1408	43	|	95602	anml:crustaceans	790	790	31	|	3656	plnt:plants	756	756	30	|	n/a	repeat	anml:insects	12
ptg000168l	78465	78465,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000169l	2633750	2633594,156,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000170l	657841	657839,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000171l	625066	625066,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000172l	40049	0,0,0,0,0,0,0	31346	|	Moheibacter sediminis	1434700	prok:CFB group bacteria	31040	28354	360	|	2745851	prok:CFB group bacteria	31040	22847	352	|	195	prok:proteobacteria	2565	2565	72	|	174633	prok:bacteria	2016	2016	55	|	n/a	contaminant(div)	prok:CFB group bacteria	78
ptg000173l	62484	164,314,0,0,0,0,0	55432	|	Moheibacter sediminis	1434700	prok:CFB group bacteria	54915	44586	498	|	2745851	prok:CFB group bacteria	54915	33554	426	|	706427	prok:firmicutes	6773	6773	115	|	232	prok:g-proteobacteria	4176	4176	115	|	n/a	contaminant(div)	prok:CFB group bacteria	88
ptg000174c	753583	753565,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000175l	752860	752860,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000176l	621016	621016,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000177l	1585570	1585570,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000178l	654668	654668,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000179l	780157	780157,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000180l	2877462	2877462,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000181l	568797	568748,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000182l	697180	697180,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000183l	441205	441056,149,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000184l	1284701	1167479,116678,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000185c	365558	365558,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000186l	1941668	1941186,424,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000187l	483324	483324,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000188l	337968	337968,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000189l	287961	287961,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000190l	458646	458646,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000191l	911490	911490,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000192l	219232	219232,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000193c	192308	192308,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000194l	196412	196412,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000195l	399507	399507,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000196l	601046	327912,271910,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000197l	323978	323978,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000198l	177085	177085,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000199l	800613	800613,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000200l	596409	596409,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000201l	284333	284333,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000202l	279345	279345,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000203l	43054	43054,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000204l	37919	37919,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000205l	63817	63817,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000206l	29143	29143,0,0,0,0,0,0	0	|							|						|						|						|	n/a	repeat	none	0
ptg000207l	23022	0,0,0,0,0,0,0	22756	|	Niabella hibiscisoli	1825928	prok:CFB group bacteria	22756	21943	317	|	577386	prok:CFB group bacteria	22756	20242	309	|	1872085	prok:high GC Gram+	7219	7219	156	|	419542	prok:bacteria	1082	1082	57	|	n/a	contaminant(div)	prok:CFB group bacteria	99
ptg000208l	46107	0,181,0,0,0,0,0	42841	|	Croceibacterium soli	1739690	prok:a-proteobacteria	42841	38420	492	|	1104773	prok:a-proteobacteria	42841	37522	479	|	34103	prok:b-proteobacteria	4282	1887	95	|	83784	prok:b-proteobacteria	4282	1444	91	|	n/a	contaminant(div)	prok:a-proteobacteria	93
ptg000209l	93399	0,0,0,0,0,0,0	76318	|	Enterococcus gallinarum	1353	prok:firmicutes	75371	31955	339	|	417368	prok:firmicutes	75371	30351	336	|	2719988	prok:spirochetes	6930	4831	107	|	626929	prok:CFB group bacteria	7067	3692	96	|	n/a	contaminant(div)	prok:firmicutes	81
ptg000210l	73601	0,0,0,0,0,0,0	72144	|	Alicycliphilus sp. UBA7619	1946005	prok:b-proteobacteria	71812	49591	1024	|	1934310	prok:b-proteobacteria	71812	46982	725	|	1947341	prok:g-proteobacteria	20891	4647	189	|	520092	prok:g-proteobacteria	20891	2688	132	|	n/a	contaminant(div)	prok:b-proteobacteria	98
ptg000211l	42489	0,119,0,0,0,0,0	37269	|	Enterococcus thailandicus	417368	prok:firmicutes	37194	30207	409	|	1158604	prok:firmicutes	37194	30291	393	|	526218	prok:fusobacteria	4762	4762	107	|	2148	prok:mycoplasmas	4674	2751	100	|	n/a	contaminant(div)	prok:firmicutes	88
ptg000212l	22037	0,0,0,0,0,0,0	20356	|	Leadbetterella byssophila	649349	prok:CFB group bacteria	20356	20030	327	|	2025967	prok:CFB group bacteria	20356	18642	293	|	2762298	prok:b-proteobacteria	1775	1775	66	|	1465502	prok:firmicutes	1728	1577	61	|	n/a	contaminant(div)	prok:CFB group bacteria	92
ptg000213l	65615	0,0,0,0,0,0,0	62771	|	Phragmitibacter flavus	2576071	prok:verrucomicrobia	62733	60811	519	|	240016	prok:verrucomicrobia	62733	44966	390	|	1934309	prok:cyanobacteria	3227	3227	77	|	1131567	prok:b-proteobacteria	2511	2384	66	|	n/a	contaminant(div)	prok:verrucomicrobia	96
ptg000214l	39928	0,0,0,0,0,0,0	39310	|	Alicycliphilus sp. UBA7619	1946005	prok:b-proteobacteria	39013	31204	910	|	1895703	prok:b-proteobacteria	39013	33541	697	|	1247514	prok:g-proteobacteria	28002	13176	281	|	1453541	prok:g-proteobacteria	28002	9182	273	|	n/a	contaminant(div)	prok:b-proteobacteria	98
ptg000215l	501268	193745,1638,520,0,0,0,0	60761	|	Onthophagus taurus	166361	anml:insects	22737	18845	259	|	6087	anml:basal metazoans	16484	16484	187	|	70543	anml:fishes	15057	13317	130	|	6454	anml:molluscs	8919	8919	102	|	n/a	repeat	anml:insects	5
ptg000216l	50207	150,0,0,0,0,0,0	50031	|	[Ochrobactrum] quorumnocens	271865	prok:a-proteobacteria	49991	45434	497	|	571256	prok:a-proteobacteria	49991	44406	489	|	1872635	prok:g-proteobacteria	30443	28439	324	|	2653893	prok:b-proteobacteria	10948	4517	155	|	n/a	contaminant(div)	prok:a-proteobacteria	100
ptg000217l~~1..13072	13072	0,0,0,0,0,0,0	3616	|	Verrucomicrobium spinosum	240016	prok:verrucomicrobia	3403	1770	73	|	48464	prok:verrucomicrobia	3403	1949	70	|	42636	anml:fishes	185	185	16	|	639310	prok:CFB group bacteria	124	124	11	|	n/a	low-coverage	prok:verrucomicrobia	26
ptg000217l~~13073..16697	3625	0,0,0,0,0,0,0	2353	|	Edaphobacter lichenicola	2051959	prok:bacteria	831	831	55	|	1194167	prok:g-proteobacteria	1974	608	51	|	443616	prok:g-proteobacteria	1974	1161	51	|	478744	prok:CFB group bacteria	1268	822	50	|	n/a	low-coverage	prok:bacteria	23
ptg000217l~~16698..43480	26783	0,172,0,0,0,0,0	9263	|	Luteolibacter marinus	2776705	prok:verrucomicrobia	9263	3724	113	|	48466	prok:verrucomicrobia	9263	2819	98	|						|						|	n/a	low-coverage	prok:verrucomicrobia	35
ptg000218l	74819	0,0,0,0,0,0,0	60564	|	Brucella cytisi	407152	prok:a-proteobacteria	59461	23799	324	|	2448455	prok:a-proteobacteria	59461	22554	319	|	416943	prok:b-proteobacteria	29432	10853	157	|	1848458	prok:g-proteobacteria	23445	9309	145	|	n/a	contaminant(div)	prok:a-proteobacteria	79
ptg000219c	27926	3373,7445,4720,0,0,0,0	24703	|	Onthophagus taurus	166361	anml:insects	22993	14095	428	|	7227	anml:insects	22993	19173	327	|	6706	anml:crustaceans	14539	13227	229	|	6687	anml:crustaceans	14539	9723	209	|	n/a	primary-div	anml:insects	82
ptg000220l	78846	0,0,0,0,0,0,0	74016	|	Brucella anthropi	529	prok:a-proteobacteria	72138	52537	541	|	407152	prok:a-proteobacteria	72138	49066	530	|	1872635	prok:g-proteobacteria	40505	25655	306	|	367825	prok:b-proteobacteria	15982	6224	148	|	n/a	contaminant(div)	prok:a-proteobacteria	91
ptg000221l	44603	0,0,0,0,0,0,0	42287	|	Sphingobium sp. 66-54	1895845	prok:a-proteobacteria	42035	27296	479	|	1387165	prok:a-proteobacteria	42035	26133	464	|	1617086	prok:high GC Gram+	6870	3819	99	|	1282737	prok:high GC Gram+	6870	3348	93	|	n/a	contaminant(div)	prok:a-proteobacteria	94
ptg000222l	29848	0,0,0,0,0,0,0	28637	|	Niabella hibiscisoli	1825928	prok:CFB group bacteria	28637	24114	337	|	577386	prok:CFB group bacteria	28637	20963	317	|	1872085	prok:high GC Gram+	15234	14892	217	|	1970455	prok:g-proteobacteria	7607	7607	132	|	n/a	contaminant(div)	prok:CFB group bacteria	96
ptg000223l	31654	0,0,0,0,0,0,0	25509	|	Leucobacter chironomi	1122175	prok:high GC Gram+	25360	18697	370	|	1461260	prok:high GC Gram+	25360	19351	366	|	2315424	prok:g-proteobacteria	4826	2711	106	|	262324	prok:g-proteobacteria	4826	2858	105	|	n/a	contaminant(div)	prok:high GC Gram+	80
ptg000224l	38631	0,0,80,0,0,0,0	27582	|	Enterococcus villorum	1158604	prok:firmicutes	26720	21385	310	|	1352	prok:firmicutes	26720	21422	306	|	1784822	prok:mycoplasmas	1742	1742	65	|	1173101	prok:g-proteobacteria	1899	1899	61	|	n/a	contaminant(div)	prok:firmicutes	69
ptg000225l	23847	0,0,0,0,0,0,0	15221	|	Niabella yanshanensis	577386	prok:CFB group bacteria	14897	12772	277	|	522298	prok:CFB group bacteria	14897	13119	272	|	1872085	prok:high GC Gram+	5794	5794	152	|	521674	prok:planctomycetes	2290	2125	76	|	n/a	contaminant(div)	prok:CFB group bacteria	62
ptg000226l	61941	13557,1296,18220,0,0,0,0	37870	|	Athalia rosae	37344	anml:insects	36683	29976	1053	|	441921	anml:insects	36683	30755	1041	|	2599771	anml:rotifers	27872	25629	768	|	392764	anml:rotifers	27872	26684	757	|	n/a	primary-div	anml:insects	59
ptg000227l	53597	7801,0,22340,0,0,0,0	33376	|	Venturia canescens	32260	anml:insects	32358	26276	985	|	441921	anml:insects	32358	26049	978	|	392764	anml:rotifers	23185	22989	720	|	6728	anml:crustaceans	20411	20188	683	|	n/a	primary-div	anml:insects	60
ptg000228l	60383	15228,1525,15840,0,0,0,0	36435	|	Neodiprion lecontei	441921	anml:insects	35595	29935	1034	|	41139	anml:insects	35595	29035	1025	|	2599771	anml:rotifers	25508	25480	763	|	46514	anml:echinoderms	29307	27913	687	|	n/a	primary-div	anml:insects	59
ptg000229l	36771	7162,55,13360,0,0,0,0	21825	|	Nasonia vitripennis	7425	anml:insects	21157	16703	811	|	441921	anml:insects	21157	17632	802	|	2599771	anml:rotifers	15273	15180	572	|	7739	anml:fishes	16533	14629	549	|	n/a	primary-div	anml:insects	58
ptg000230l	68967	0,0,0,0,0,0,0	63783	|	Brucella daejeonensis	659015	prok:a-proteobacteria	63281	36388	415	|	407152	prok:a-proteobacteria	63281	35887	403	|	1353889	prok:b-proteobacteria	41887	17997	220	|	1660091	prok:b-proteobacteria	41887	11547	183	|	n/a	contaminant(div)	prok:a-proteobacteria	92
ptg000231l	60190	0,0,0,0,0,0,0	57185	|	Brucella cytisi	407152	prok:a-proteobacteria	57182	50887	506	|	94625	prok:a-proteobacteria	57182	51116	499	|	1872635	prok:g-proteobacteria	38013	28788	326	|	69360	prok:g-proteobacteria	38013	4173	126	|	n/a	contaminant(div)	prok:a-proteobacteria	95
ptg000232l	49253	0,0,0,0,0,0,0	46384	|	Falsochrobactrum shanghaiense	2201899	prok:a-proteobacteria	45914	19883	272	|	354351	prok:a-proteobacteria	45914	17009	270	|	1872635	prok:g-proteobacteria	19325	10748	200	|	2733484	prok:g-proteobacteria	19325	3153	113	|	n/a	contaminant(div)	prok:a-proteobacteria	93
ptg000233l	45525	0,624,0,0,0,0,0	45502	|	Alicycliphilus sp. UBA7619	1946005	prok:b-proteobacteria	45502	42258	836	|	596153	prok:b-proteobacteria	45502	26741	585	|	3016437	prok:cyanobacteria	6223	2504	327	|	1828728	prok:cyanobacteria	6223	2425	325	|	n/a	contaminant(div)	prok:b-proteobacteria	100
ptg000234l	101935	0,0,0,0,0,0,0	97840	|	Paracoccus sphaerophysae	690417	prok:a-proteobacteria	97712	67655	719	|	2032623	prok:a-proteobacteria	97712	72567	700	|	1078773	prok:b-proteobacteria	26626	12077	200	|	1121120	prok:g-proteobacteria	22956	10416	181	|	n/a	contaminant(div)	prok:a-proteobacteria	96
ptg000235l	32073	0,0,720,0,0,0,0	29459	|	Moheibacter lacus	2745851	prok:CFB group bacteria	29433	25420	395	|	1434700	prok:CFB group bacteria	29433	23705	373	|	2052167	prok:bacteria	4024	4009	99	|	2857016	prok:g-proteobacteria	4610	3779	93	|	n/a	contaminant(div)	prok:CFB group bacteria	92
ptg000236l	34122	67,86,0,0,0,0,0	7422	|	Niabella hibiscisoli	1825928	prok:CFB group bacteria	6058	330	113	|	2029983	prok:CFB group bacteria	6058	478	108	|	491950	prok:g-proteobacteria	1292	804	43	|	2823372	prok:g-proteobacteria	1292	756	41	|	n/a	low-coverage	prok:CFB group bacteria	18
ptg000237l	73205	12075,22,28720,0,0,0,0	45308	|	Athalia rosae	37344	anml:insects	43365	36003	1177	|	362088	anml:insects	43365	36351	1174	|	2599771	anml:rotifers	34043	31463	869	|	392764	anml:rotifers	34043	32523	862	|	n/a	primary-div	anml:insects	59
ptg000238l	13966	0,0,0,0,0,0,0	5647	|	Pedobacter steynii	430522	prok:CFB group bacteria	5477	1521	67	|	1046115	prok:CFB group bacteria	5477	1561	66	|	2651167	prok:bacteria	948	948	52	|	5942	prst:alveolates	1243	1243	52	|	n/a	low-coverage	prok:CFB group bacteria	39
